date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:14	42860/42860	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:59%20GMT	http://exprostudio.com/html/book_library/js/owl.carousel.min.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/owl.carousel.min.js	(from http://exprostudio.com/html/book_library/)
11:21:16	182475/182475	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Mar%202018%2010:38:10%20GMT	http://exprostudio.com/html/book_library/images/parallax/bgparallax-06.jpg	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/images/parallax/bgparallax-06.jpg	(from http://exprostudio.com/html/book_library/)
11:21:17	11167/11167	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:57%20GMT	http://exprostudio.com/html/book_library/js/jquery.vide.min.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/jquery.vide.min.js	(from http://exprostudio.com/html/book_library/)
11:21:17	97367/97367	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:48:01%20GMT	http://exprostudio.com/html/book_library/js/vendor/jquery-library.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/vendor/jquery-library.js	(from http://exprostudio.com/html/book_library/)
11:21:19	10251/10251	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:57%20GMT	http://exprostudio.com/html/book_library/js/countdown.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/countdown.js	(from http://exprostudio.com/html/book_library/)
11:21:21	11149/11149	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:59%20GMT	http://exprostudio.com/html/book_library/js/parallax.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/parallax.js	(from http://exprostudio.com/html/book_library/)
11:21:21	3891/3891	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:57%20GMT	http://exprostudio.com/html/book_library/js/countTo.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/countTo.js	(from http://exprostudio.com/html/book_library/)
11:21:21	1485/1485	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:57%20GMT	http://exprostudio.com/html/book_library/js/appear.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/appear.js	(from http://exprostudio.com/html/book_library/)
11:21:23	7404/7404	---M--	200	added ('OK')	application/javascript	date:Mon,%2009%20Oct%202017%2007:46:57%20GMT	http://exprostudio.com/html/book_library/js/main.js	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/js/main.js	(from http://exprostudio.com/html/book_library/)
11:21:26	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2009%20Oct%202017%2007:46:40%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.eot	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.eot	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
11:21:26	18028/18028	---M--	200	added ('OK')	font/woff2	date:Mon,%2009%20Oct%202017%2007:46:43%20GMT	http://exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.woff2	E:/Kuliah/Semester5/perpus/exprostudio.com/html/book_library/fonts/glyphicons-halflings-regular.woff2	(from http://exprostudio.com/html/book_library/css/bootstrap.min.css)
